id,Contracts,Bridging Capacity,Influence
SK35889969,1,0,0.002
SK30232295,1,0,0.003
SK36018741,1,0,0.003
SK00306517,1,0,0.003
SK31321275,1,0,0.003
SK00313971,1,0,0.002
SK32242280,2,0,0.004
SK31825249,2,0,0.002
SK36753203,1,0,0.001
SK00326518,3,0,0.004
SK31648185,1,0,0.002
SK35740655,7,0,0.007
SK32460384,1,0,0.001
SK34134557,2,0,0.003
SK31692648,1,0,0.001
SK00309524,1,0,0.001
SK49240005,1,0,0.002
SK00308994,1,0,0.003
SK36543586,1,0,0.003
SK00309745,1,0,0.001
SK42196868,2,0,0.003
SK36461709,1,0,0.002
SK00000000,1,0,0.002
SK00309338,1,0,0.002
SK36385808,2,0,0.002
SK00321982,1,0,0.003
SK36058939,1,0,0.003
SK00321125,1,0,0.001
SK31429424,1,0,0.001
SK31588506,1,0,0.001
SK00321575,2,0,0.004
SK35765607,1,0,0.001
SK00321257,1,0,0.001
SK00329614,2,0,0.005
SK36187232,1,0,0.003
SK35723041,1,0,0.001
SK36028606,2,0,0.003
SK00311863,1,0,0.002
SK35755156,1,0,0.002
SK00603481,1,0,0.001
SK36414930,1,0,0.002
SK00314897,1,0,0.002
SK00331996,1,0,0.001
SK00321796,3,0,0.005
SK00307769,1,0,0.003
SK35101199,1,0,0.003
SK31568963,3,0,0.003
SK36394335,1,0,0.002
SK34112103,2,0,0.002
SK31431968,1,0,0.002
SK37938126,1,0,0.003
SK17147387,1,0,0.003
SK37936859,1,0,0.001
SK36490733,1,0,0.002
SK00634816,3,0,0.004
SK00332968,1,0,0.001
SK35778407,1,0,0.002
SK44557809,1,0,0.001
SK31662919,1,0,0.001
SK00397440,1,0,0.002
SK36169218,1,0,0.003
SK00309541,1,0,0.001
SK00312037,4,0,0.004
SK00896225,1,0,0.002
SK36380041,1,0,0.001
SK36388807,1,0,0.001
SK44361882,1,0,0.001
SK36451771,1,0,0.001
SK00165387,1,0,0.003
SK43812589,1,0,0.003
SK36370924,1,0,0.002
SK35814730,1,0,0.002
SK36471127,1,0,0.001
SK37885545,1,0,0.001
SK00397768,1,0,0.003
SK00397474,1,0,0.003
SK17147824,1,0,0.003
SK34110224,1,0,0.002
SK34125388,1,0,0.001
SK36174238,1,0,0.001
SK36521451,1,0,0.002
