id,Contracts,Bridging Capacity,Influence
CZ00270059,2,0,0.000
CZ25284959,7,0,0.001
CZ00253081,1,0,0.000
CZ26020327,1,0,0.000
CZ00299316,1,0,0.000
CZ00283916,1,0,0.000
CZ26309190,7,0,0.001
CZ00303992,1,0,0.000
CZ46975764,5,0,0.001
CZ48770078,1,0,0.000
CZ00600539,1,0,0.000
CZ45497796,1,0,0.000
CZ25886681,1,0,0.000
CZ00299138,3,0,0.000
CZ00253201,2,0,0.000
CZ45021309,8,0,0.001
CZ49438883,1,0,0.000
CZ25531549,2,0,0.001
CZ00576964,1,0,0.000
CZ25519786,2,0,0.001
CZ00246182,1,0,0.000
CZ25182196,1,0,0.000
CZ00235300,1,0,0.000
CZ00235474,1,0,0.000
CZ47781734,7,0,0.001
CZ00268674,1,0,0.000
CZ00280283,1,0,0.000
CZ26254158,1,0,0.000
CZ00508888,1,0,0.000
CZ45349711,1,0,0.000
CZ00279129,2,0,0.000
CZ00235962,1,0,0.000
CZ00581232,1,0,0.000
CZ00302333,1,0,0.000
CZ45196001,1,0,0.000
CZ00600717,1,0,0.000
CZ62300652,1,0,0.000
CZ00244929,2,0,0.000
CZ47239701,5,0,0.000
CZ00600407,1,0,0.000
CZ27755541,1,0,0.000
CZ00240028,1,0,0.000
CZ16555732,1,0,0.000
CZ00270105,1,0,0.000
CZ00273589,1,0,0.000
CZ15049752,1,0,0.000
CZ00600032,1,0,0.000
CZ00239771,1,0,0.000
CZ61677272,2,0,0.000
CZ00508381,1,0,0.000
CZ00259314,1,0,0.000
CZ00288772,1,0,0.000
CZ00287709,2,0,0.000
CZ42340802,7,0,0.001
CZ00303925,1,0,0.000
CZ00241407,3,0,0.000
CZ00234257,1,0,0.000
CZ00635260,1,0,0.000
CZ14501678,2,0,0.000
CZ00255645,2,0,0.000
CZ00299871,1,0,0.000
CZ12696838,2,0,0.001
CZ00283819,2,0,0.000
CZ25317300,4,0,0.001
CZ00301116,2,0,0.000
CZ00241512,1,0,0.000
CZ47536209,1,0,0.000
CZ00581160,1,0,0.000
CZ25168002,2,0,0.001
CZ00232611,1,0,0.000
CZ00272311,1,0,0.000
CZ00245178,1,0,0.000
CZ00301019,1,0,0.000
CZ48392855,2,0,0.001
CZ00635545,1,0,0.000
CZ00291757,2,0,0.000
CZ00579998,2,0,0.000
CZ11008679,1,0,0.000
CZ00231371,2,0,0.000
CZ70934860,12,0,0.001
CZ00368725,1,0,0.000
CZ00245666,1,0,0.000
CZ00297666,1,0,0.000
CZ48393835,3,0,0.000
CZ00296864,1,0,0.000
CZ47153849,2,0,0.001
CZ00635821,1,0,0.000
CZ47973749,3,0,0.001
CZ00245062,1,0,0.000
CZ26086000,1,0,0.000
CZ00279889,1,0,0.000
CZ13690299,4,0,0.001
CZ00287113,2,0,0.000
CZ43750630,1,0,0.000
CZ00149331,1,0,0.000
CZ00666505,1,0,0.000
CZ46678298,8,0,0.001
CZ00304476,3,0,0.000
CZ26848937,1,0,0.000
CZ00253901,4,0,0.000
CZ26356503,3,0,0.000
CZ27476537,4,0,0.000
CZ00296651,2,0,0.000
CZ00277444,4,0,0.001
CZ00297232,2,0,0.000
CZ25378147,22,0,0.001
CZ70238910,1,0,0.000
CZ43752110,1,0,0.000
CZ00246557,2,0,0.000
CZ00302376,1,0,0.000
CZ00301329,1,0,0.000
CZ67011748,1,0,0.000
CZ46980318,1,0,0.000
CZ00296759,2,0,0.000
CZ25837982,2,0,0.000
CZ00296074,1,0,0.000
CZ27825531,2,0,0.001
CZ00242004,2,0,0.000
CZ45145580,2,0,0.000
CZ00303640,1,0,0.000
CZ41192109,1,0,0.000
CZ27091040,1,0,0.000
CZ67439918,1,0,0.000
CZ00578894,1,0,0.000
CZ00255220,1,0,0.000
CZ26368684,1,0,0.000
CZ00287172,1,0,0.000
CZ00023299,1,0,0.000
CZ00288888,1,0,0.000
CZ00250805,5,0,0.000
CZ43841252,5,0,0.001
CZ00294055,1,0,0.000
CZ26908930,3,0,0.000
CZ00445100,1,0,0.000
CZ48026450,2,0,0.000
CZ00233129,1,0,0.000
CZ46974687,21,0,0.002
CZ00243868,2,0,0.000
CZ27641066,2,0,0.000
CZ00278335,2,0,0.000
CZ45539537,4,0,0.000
CZ60891068,3,0,0.000
CZ00288993,2,0,0.000
CZ68081766,2,0,0.000
CZ27715019,2,0,0.000
CZ00285498,1,0,0.000
CZ00286745,9,0,0.001
CZ46978194,4,0,0.000
CZ00215724,2,0,0.000
CZ00262854,7,0,0.000
CZ00297755,3,0,0.001
CZ25905431,1,0,0.000
CZ19013833,1,0,0.000
CZ00265781,4,0,0.000
CZ61538213,6,0,0.001
CZ00301493,1,0,0.000
CZ25363751,1,0,0.000
CZ00294900,3,0,0.000
CZ15034682,5,0,0.000
CZ00304107,1,0,0.000
CZ00257893,3,0,0.000
CZ10466452,7,0,0.001
CZ00269883,2,0,0.000
CZ25993046,2,0,0.000
CZ00492868,1,0,0.000
CZ26849631,1,0,0.000
CZ00279978,2,0,0.000
CZ41604041,1,0,0.000
CZ42196451,27,0,0.002
CZ00023272,6,0,0.001
CZ00268321,3,0,0.000
CZ00303755,2,0,0.000
CZ48396567,1,0,0.000
CZ00260231,2,0,0.000
CZ00247618,8,0,0.001
CZ00300829,1,0,0.000
CZ25166077,1,0,0.000
CZ00236616,1,0,0.000
CZ26012120,1,0,0.000
CZ00291269,2,0,0.000
CZ10090126,2,0,0.000
CZ00299677,1,0,0.000
CZ45359512,1,0,0.000
CZ63834197,80,0,0.004
CZ00251810,7,0,0.001
CZ43005560,2,0,0.000
CZ00300292,2,0,0.000
CZ70890366,1,0,0.000
CZ12123323,1,0,0.000
CZ00240206,4,0,0.001
CZ28221290,2,0,0.000
CZ65197721,1,0,0.000
CZ43371931,1,0,0.000
CZ00287245,3,0,0.000
CZ00299308,21,0,0.002
CZ00269549,1,0,0.000
CZ25930168,3,0,0.001
CZ00257851,2,0,0.000
CZ63508851,6,0,0.001
CZ00080837,17,0,0.001
CZ25033514,14,0,0.001
